rfq_id,match_id,similarity_score
8aff426d-b8c0-43aa-ad26-835ef4de6129,63f64346-5267-4294-8275-641229cf295b,0.6666666666666666
8aff426d-b8c0-43aa-ad26-835ef4de6129,2624655e-ea07-468a-8da8-2e39c9d1e7f0,0.5714285714285714
8aff426d-b8c0-43aa-ad26-835ef4de6129,02f5037e-c66e-485e-860a-e26abd7a84c6,0.5714285714285714
37e624be-b125-464f-85b6-1838530193ef,a3f38767-02ae-4990-be18-35ca819684a7,0.5714285714285714
37e624be-b125-464f-85b6-1838530193ef,56c75e72-50ae-4e29-aea4-f6394e1d986b,0.5714285714285714
37e624be-b125-464f-85b6-1838530193ef,2a8234dc-6c22-4bd5-8227-d5d95e0ee35f,0.4565217391304348
b8257184-6307-46ab-b06e-d979336d1263,985a13af-6aee-4660-83c1-ce5114758d4e,0.7142857142857143
b8257184-6307-46ab-b06e-d979336d1263,1d54d3de-d0b3-4273-89e9-7ef3e8febb0d,0.7142857142857143
b8257184-6307-46ab-b06e-d979336d1263,60206076-d947-48c6-bbba-14d1b9b2f859,0.7142857142857143
63140d1f-dda8-40fe-8931-bcaba65d5772,11cffc57-44be-4d79-bfd5-97482be566d3,0.42857142857142855
63140d1f-dda8-40fe-8931-bcaba65d5772,75fae2b7-8107-4ce2-a9d5-1189b4cd3b21,0.42857142857142855
63140d1f-dda8-40fe-8931-bcaba65d5772,842bed3a-ff53-487d-8619-71438456c9a8,0.3333333333333333
11cffc57-44be-4d79-bfd5-97482be566d3,63140d1f-dda8-40fe-8931-bcaba65d5772,0.42857142857142855
11cffc57-44be-4d79-bfd5-97482be566d3,75fae2b7-8107-4ce2-a9d5-1189b4cd3b21,0.42857142857142855
11cffc57-44be-4d79-bfd5-97482be566d3,842bed3a-ff53-487d-8619-71438456c9a8,0.3333333333333333
75fae2b7-8107-4ce2-a9d5-1189b4cd3b21,63140d1f-dda8-40fe-8931-bcaba65d5772,0.42857142857142855
75fae2b7-8107-4ce2-a9d5-1189b4cd3b21,11cffc57-44be-4d79-bfd5-97482be566d3,0.42857142857142855
75fae2b7-8107-4ce2-a9d5-1189b4cd3b21,842bed3a-ff53-487d-8619-71438456c9a8,0.3333333333333333
973d80a1-f1b8-461b-bb25-7d8852968b1c,a0e91fd1-b00b-4ff7-8633-62657662b03b,0.6666666666666666
973d80a1-f1b8-461b-bb25-7d8852968b1c,8fe87807-dae8-4341-94fd-2ab91f176464,0.5714285714285714
973d80a1-f1b8-461b-bb25-7d8852968b1c,8ded8ec2-f221-4c6d-aadb-fa8294388127,0.5714285714285714
8fe87807-dae8-4341-94fd-2ab91f176464,a0e91fd1-b00b-4ff7-8633-62657662b03b,0.6666666666666666
8fe87807-dae8-4341-94fd-2ab91f176464,973d80a1-f1b8-461b-bb25-7d8852968b1c,0.5714285714285714
8fe87807-dae8-4341-94fd-2ab91f176464,1982a20f-640e-4caa-b9e7-3ca15d7e1acb,0.5714285714285714
c18a7f01-1cb6-4987-a2cc-93251d3719b9,a0e91fd1-b00b-4ff7-8633-62657662b03b,0.3333333333333333
c18a7f01-1cb6-4987-a2cc-93251d3719b9,1a4035ab-435c-41aa-89f8-98efcfd32311,0.3333333333333333
c18a7f01-1cb6-4987-a2cc-93251d3719b9,ada2d439-02d7-4b2d-b1fb-3aeae9a73334,0.3333333333333333
0777b4fd-292a-439b-848f-d772ee28c3b8,a0e91fd1-b00b-4ff7-8633-62657662b03b,0.3333333333333333
0777b4fd-292a-439b-848f-d772ee28c3b8,1a4035ab-435c-41aa-89f8-98efcfd32311,0.3333333333333333
0777b4fd-292a-439b-848f-d772ee28c3b8,ada2d439-02d7-4b2d-b1fb-3aeae9a73334,0.3333333333333333
a0e91fd1-b00b-4ff7-8633-62657662b03b,973d80a1-f1b8-461b-bb25-7d8852968b1c,0.6666666666666666
a0e91fd1-b00b-4ff7-8633-62657662b03b,8fe87807-dae8-4341-94fd-2ab91f176464,0.6666666666666666
a0e91fd1-b00b-4ff7-8633-62657662b03b,63078462-b3a8-463c-8c44-301ec9d0d024,0.6666666666666666
84be5122-71d5-4a35-a912-fd2911e3c64f,0f595b0b-2253-4585-a672-fda592da7191,0.5714285714285714
84be5122-71d5-4a35-a912-fd2911e3c64f,b954d3d2-f2d8-4b11-955e-31c7839517f5,0.5
84be5122-71d5-4a35-a912-fd2911e3c64f,5a4f66b6-28b1-4c3b-a5d5-ecb263b94412,0.5
0f595b0b-2253-4585-a672-fda592da7191,84be5122-71d5-4a35-a912-fd2911e3c64f,0.5714285714285714
0f595b0b-2253-4585-a672-fda592da7191,b954d3d2-f2d8-4b11-955e-31c7839517f5,0.5
0f595b0b-2253-4585-a672-fda592da7191,5a4f66b6-28b1-4c3b-a5d5-ecb263b94412,0.5
920dcf5c-136f-4ffc-9449-03f00c1b5a46,b48a1279-3852-4482-902f-203558c37a33,0.8571428571428571
920dcf5c-136f-4ffc-9449-03f00c1b5a46,dff7cdb0-f464-4b60-91ce-8d628f8ed4de,0.8571428571428571
920dcf5c-136f-4ffc-9449-03f00c1b5a46,e5067fef-17ee-4539-8719-0f3070b72b90,0.8571428571428571
facd942d-02a2-46bf-936c-e3afd39ee20d,178a48ef-f870-46d7-ba3c-c94b35477459,0.5714285714285714
facd942d-02a2-46bf-936c-e3afd39ee20d,aad5ef88-18cc-4492-9506-09871a1b5245,0.5714285714285714
facd942d-02a2-46bf-936c-e3afd39ee20d,ae16b3ef-575d-40af-b90c-ca2b5196b47e,0.5714285714285714
140d30f7-f16d-4455-a448-516ab6616812,cb02a574-f56a-4aee-bc89-e4316b93dcdb,0.5
140d30f7-f16d-4455-a448-516ab6616812,ac846c9f-9e64-46ed-8554-9bec7d3bd076,0.5
140d30f7-f16d-4455-a448-516ab6616812,d2d2dd2a-568f-488f-8926-99982e5703aa,0.4444444444444444
178a48ef-f870-46d7-ba3c-c94b35477459,facd942d-02a2-46bf-936c-e3afd39ee20d,0.5714285714285714
178a48ef-f870-46d7-ba3c-c94b35477459,aad5ef88-18cc-4492-9506-09871a1b5245,0.5714285714285714
178a48ef-f870-46d7-ba3c-c94b35477459,ae16b3ef-575d-40af-b90c-ca2b5196b47e,0.5714285714285714
69d1f6b7-dc43-4dfd-90da-507a8dfd23d2,cb02a574-f56a-4aee-bc89-e4316b93dcdb,0.5
69d1f6b7-dc43-4dfd-90da-507a8dfd23d2,ac846c9f-9e64-46ed-8554-9bec7d3bd076,0.5
69d1f6b7-dc43-4dfd-90da-507a8dfd23d2,d2d2dd2a-568f-488f-8926-99982e5703aa,0.4444444444444444
ca60a74b-7cdc-4098-a20c-2de916dcb66b,df6085e7-42f9-4ce3-92b0-3a7a24159a61,0.5714285714285714
ca60a74b-7cdc-4098-a20c-2de916dcb66b,b78ef921-0ff1-4e4b-aa5d-fe99d9e3de91,0.5
ca60a74b-7cdc-4098-a20c-2de916dcb66b,8ba8edcd-fdd5-47b2-ba49-09ca4b30b861,0.5
df6085e7-42f9-4ce3-92b0-3a7a24159a61,ca60a74b-7cdc-4098-a20c-2de916dcb66b,0.5714285714285714
df6085e7-42f9-4ce3-92b0-3a7a24159a61,b78ef921-0ff1-4e4b-aa5d-fe99d9e3de91,0.5
df6085e7-42f9-4ce3-92b0-3a7a24159a61,8ba8edcd-fdd5-47b2-ba49-09ca4b30b861,0.5
e46aa804-164c-4907-a7ca-07a99d66d1b6,094422ce-696c-482d-9927-c3cfbf347f7a,0.5714285714285714
e46aa804-164c-4907-a7ca-07a99d66d1b6,ada2d439-02d7-4b2d-b1fb-3aeae9a73334,0.44033935413245756
